Company,Country,Pavilion,Website,Activity (1 line),Products,Product categories (filters),Services,Service categories (filters),Target customers,Technologies,Technology categories (filters),Why target,Score,Source
CSD - COMPONENTES E SISTEMAS DE DEFESA S.A.,Brazil,,http://csd.ind.br/,"Manufactures aerial bombs, rockets, fuzes, and munitions for the Brazilian armed forces and defense export markets.",Aerial bombs · Rockets · Fuzes · Munitions · Weapons system components,Roquettes & lance-roquettes · Pièces mécaniques & usinage · Aciers & métallurgie spéciale,Foundry · Mechanical machining · Assembly,Sous-traitance industrielle,"MoD / Armed Forces, Export / international",Special metallurgy,Autre — à qualifier,Brazilian manufacturer of munitions and ballistic components — potential partner for access to the Latin American market and defense export collaboration.,100,manual
EMBRAER,Brazil,,http://embraer.com/defense-security-overview/en/,Designs and manufactures military transport aircraft (KC-390) and light attack aircraft (A-29 Super Tucano) for 30+ armed forces.,KC-390 Millennium aircraft (multi-role transport) · A-29 Super Tucano aircraft (light attack) · P600 Praetor aircraft · Military drones,Avions & hélicoptères militaires · Drones aériens (UAV),Aircraft MRO · Pilot training · Technology transfer,MCO / MRO · Formation & entraînement,"MoD / Armed Forces, Defense primes, Export / international",Military aircraft · Military avionics,Autre — à qualifier,"Brazilian aeronautics prime — direct competitor in military transport (vs A400M, C-130J) and A-29 vs COIN aircraft.",100,manual
M&K LOGISTICS,Brazil,,http://www.meklogistics.com.br/,"Designs and manufactures surveillance radars, radar signal processing modules, and radar antennas.",Surveillance radars · Radar signal processing modules · Radar antennas · Radars,Radars & traitement signal · Armes légères & accessoires · Antennes & infrastructures RF,,,MoD / Armed Forces,AESA radar · RF / microwave,"Radar (AESA, monopulse, …) · Communications RF / micro-ondes",Competitor in the surveillance radar segment — potential target for selling complementary subsystems or associated services.,100,low
MAC JEE,Brazil,,http://www.macjee.com.br/,"Designs and manufactures guided munitions, courtesy missiles, and anti-aircraft systems for the Brazilian army and export markets.",BIT-I guided munitions · MSS-1.2 anti-aircraft system · precision munitions,Missiles & armements guidés · Munitions petit/moyen calibre,OEM supply · platform integration,Sous-traitance industrielle · Intégration de systèmes,"MoD / Armed Forces, Export / international",guided missiles · energetic materials,Matériaux énergétiques,Brazilian guided munitions manufacturer — partner for LATAM exports and Make-in-Brazil programs.,100,manual
MODIRUM GESPI - Industria E Comercio De Equipamentos,Brazil,,https://modirumgespi.com/,"Distributes integrated defense systems (aerial, naval, munitions, C2) to government and civilian sectors.",Aerial systems and C2 · Munitions · Naval systems · Communication and power systems,Plateformes IA / vision défense,Distribution & representation · Systems integration,Distribution & représentation · Intégration de systèmes,"MoD / Armed Forces, Defense industrials, Export / international",AI / machine learning,IA / machine learning,Brazilian distributor of integrated defense technologies — potential leverage for European industrials targeting export markets and government partners.,100,manual
RF COM SISTEMAS,Brazil,,https://www.rf.com.br/,"Integrates autonomous mobile systems (tactical units, Satcom, EW) on semi-trailer platforms for Brazilian armed forces and security agencies.",Mobile tactical units (command and control) · Autonomous modular Satcom systems · Electronic warfare (EW) units · Telecom shelters and containers · Transmission masts and towers,"Systèmes de guerre électronique (EW) · Conteneurs, malles, shelters · Mâts, signalisation & balisage",Systems integration · Assembly and configuration on specialized platforms,Intégration de systèmes · Sous-traitance industrielle,"MoD / Armed Forces, Civil security, Defense industrials",Satellite systems · Electronic warfare · Defense electronics,Guerre électronique (EW),Brazilian integrator of tactical mobile systems/Satcom — potential partner for penetrating the Latin American defense market or supplier of modules for European OEMs.,100,manual
TAURUS,Brazil,,https://taurusarmas.com.br/,"Designs and manufactures handguns, precision rifles, and ammunition for military, law enforcement, and civilian markets.",Taurus G3 / G2c pistols · Taurus T4 rifles · Tracker revolvers · small-caliber ammunition,Armes légères & accessoires · Munitions petit/moyen calibre,Armament MCO,MCO / MRO,"MoD / Armed Forces, Civil security, Export / international",weapons mechanics,Autre — à qualifier,"Major Brazilian arms manufacturer — direct competitor in service pistols (vs. Glock, Sig Sauer, Beretta) with US and LATAM exports.",100,manual
WWW.KRYPTUS.COM.BR,Brazil,,https://kryptus.com/,"Publishes encryption solutions (KNET HSM, KMS Cloud) and managed SOC services for governments, banks, and the Brazilian defense sector.",KNET HSM · KMS Cloud · HSM BruitBlanc Suite CG · Network Encryptor KG · Cryptographic Device · Cyber Range,Cybersécurité (logiciels & appliances),SOC (Managed Security Services) · Pentest and penetration testing · LGPD consulting · 360° assessment · Custom development · Monitoring and surveillance,Intégration de systèmes,"MoD / Armed Forces, Defense primes",Symmetric/asymmetric encryption · Proprietary algorithms · PKI · Cybersecurity,Cybersécurité,Brazilian provider of certified cryptographic solutions and SOC for defense — potential partner for European integration or distribution agreement on NATO markets.,100,manual
XMOBOTS AEROESPACIAL E DEFESA,Brazil,,http://www.xmobots.com/,"Designs and manufactures aerial drones (Apoena, Atobá) and ISR solutions for the Brazilian armed forces and police.",Apoena ISR drone · Atobá drone · Ground control stations,Drones aériens (UAV),Pilot training · Drone MRO,Formation & entraînement · MCO / MRO,"MoD / Armed Forces, Civil security, Export / international",VTOL/fixed-wing drones · Autonomous flight,Robotique & autonomie · Vol autonome & GPS-denied,"Brazilian competitor in ISR drones — entry point for LATAM exports (Brazil, Colombia, Peru).",100,manual
AGM GLOBAL VISION,Bulgaria,,http://www.agmglobalvision.eu/,Designs and manufactures infrared detectors and thermal imaging systems.,cooled IR detectors · Stirling machines · ROIC / readout integrated circuits,Détecteurs IR refroidis & non-refroidis · Optronique & viseurs (EO/IR) · Vision nocturne & jumelles,certification / testing,Certification & tests,"Defense primes, Defense industry, Export / international, Civil security",infrared imaging · hardened microelectronics,Imagerie infrarouge,"Competitor in cooled IR detectors (vs Lynred, AIM, Sofradir) — Tier-1 supplier for optronics primes.",100,high
MARS Armor,Bulgaria,,http://www.marsarmor.com/,Designs and manufactures ballistic armor and protection solutions.,ballistic plates · composite armor panels · tactical shields,Gilets & plaques pare-balles · Véhicules blindés,,,"MoD / Armed Forces, Civil security, Defense primes, Export / international",ballistic composite materials,Matériaux composites,Direct competitor in composite armor — potential supplier for armored vehicle primes.,100,high
METAL TECHNOLOGY GROUP - Angel Balevski Holding,Bulgaria,,https://www.mtgbg.com/,"Subcontracts the manufacture of logistics equipment, mechanical parts, and ammunition.",Logistics equipment · Mechanical parts · Ammunition · Engines / propulsion · Military vehicles,Logistique militaire & transport · Pièces mécaniques & usinage · Munitions petit/moyen calibre · Moteurs aéronautiques,,,"MoD / Armed Forces, Export / international",Lidar / Laser,Lidar / Laser,"Eligible subcontractor for defense primes (mechanical, components, engineering) — potential supplier for short-run EN9100/AQAP-certified parts.",100,medium
Optix JSC,Bulgaria,,http://www.optixco.com/,Manufactures thermal sights and day/night observation systems for security forces and hunting; PCB assembly and optomechanics.,Thermal sights · Day/night observation systems · Night vision devices · Integrated optronics systems,Optronique & viseurs (EO/IR),PCB assembly · Optomechanical production · After-sales service support,Sous-traitance industrielle,"Defense primes, Civil security, Defense industrials",Thermal imaging,Imagerie infrarouge,Bulgarian manufacturer of thermal sights and optronics for defense/security markets — prospect for OEM partnership or distribution to French security forces.,100,manual
SAMEL- 90,Bulgaria,,http://www.samel90.com/,Designs and manufactures electronic warfare systems and RF jamming equipment.,electronic warfare systems · RF jammers · SIGINT detectors,Systèmes de guerre électronique (EW) · Armes légères & accessoires,,,"MoD / Armed Forces, Defence primes, Export / international",electronic warfare · RF / microwave,Guerre électronique (EW) · Communications RF / micro-ondes,"Competitor in the EW market — supplier of subsystems (jammers, phased-array antennas) to prime integrators.",100,high
